month,cbot_corn_close_last,cbot_corn_close_mean,cbot_corn_monthly_return,cbot_corn_trading_days,cbot_corn_open_first,cbot_corn_high_max,cbot_corn_low_min,cbot_corn_成交量_sum,dce_corn_close_last,dce_corn_close_mean,dce_corn_monthly_return,dce_corn_trading_days,dce_corn_open_first,dce_corn_high_max,dce_corn_low_min,dce_corn_settlement_last,dce_corn_主力成交量_lots_one_side_sum,dce_corn_主力成交额_ten_thousand_yuan_one_side_sum,dce_corn_主力持仓量_lots_one_side_last,dce_corn_主力前结算价_元_吨_last,domestic_wheat_郑商所普麦结算价_元每吨_last,domestic_wheat_郑商所普麦结算价_元每吨_mean,domestic_wheat_郑商所普麦结算价_元每吨_monthly_return,domestic_wheat_郑商所强麦结算价_元每吨_last,domestic_wheat_郑商所强麦结算价_元每吨_mean,domestic_wheat_郑商所强麦结算价_元每吨_monthly_return,domestic_wheat_原国内现货价格_元每吨_last,domestic_wheat_原国内现货价格_元每吨_mean,domestic_wheat_原国内现货价格_元每吨_monthly_return,domestic_wheat_国内现货发布价_元每吨_last,domestic_wheat_国内现货发布价_元每吨_mean,domestic_wheat_国内现货发布价_元每吨_monthly_return,domestic_wheat_国内现货价格_补全_元每吨_last,domestic_wheat_国内现货价格_补全_元每吨_mean,domestic_wheat_国内现货价格_补全_元每吨_monthly_return,domestic_wheat_国内普麦期货价格_补全_元每吨_last,domestic_wheat_国内普麦期货价格_补全_元每吨_mean,domestic_wheat_国内普麦期货价格_补全_元每吨_monthly_return,domestic_wheat_国内强麦期货价格_补全_元每吨_last,domestic_wheat_国内强麦期货价格_补全_元每吨_mean,domestic_wheat_国内强麦期货价格_补全_元每吨_monthly_return,domestic_wheat_郑商所普麦成交量_sum,domestic_wheat_郑商所强麦成交量_sum,domestic_wheat_郑商所普麦持仓量_last,domestic_wheat_郑商所强麦持仓量_last,domestic_wheat_observation_days,corn_import_年份,corn_import_月份,corn_import_商品大类编码,corn_import_进口数量_千克,corn_import_进口金额_人民币,corn_import_unit_price_yuan_per_kg,weather_内蒙古自治区_precipitation_sum_mm,weather_内蒙古自治区_precipitation_mean_mm,weather_内蒙古自治区_temperature_mean_c,weather_内蒙古自治区_temperature_min_c,weather_内蒙古自治区_temperature_max_c,weather_内蒙古自治区_grid_point_count_last,weather_吉林_precipitation_sum_mm,weather_吉林_precipitation_mean_mm,weather_吉林_temperature_mean_c,weather_吉林_temperature_min_c,weather_吉林_temperature_max_c,weather_黑龙江_precipitation_sum_mm,weather_黑龙江_precipitation_mean_mm,weather_黑龙江_temperature_mean_c,weather_黑龙江_temperature_min_c,weather_黑龙江_temperature_max_c,dce_corn_close_current_month_ret,pca_001,pca_002,pca_003,pca_004,pca_005,pca_006,pca_007,pca_008,pca_009,pca_010,pca_011,pca_012,pca_013,pca_014,pca_015,pca_016,pca_017,pca_018,pca_019,pca_020,pca_021,pca_022,pca_023,pca_024,pca_025,pca_026,pca_027,pca_028,pca_029,pca_030,pca_031,pca_032,dce_corn_close_next_month,dce_corn_close_next_month_ret,dce_corn_close_next_month_direction,spike
2019-01,376.5,378.6904761904762,0.004,21,375.25,384.5,371.0,3422959,1863,1842.3636363636365,-0.003210273,22,1865,1872,1802,1861,3992558,7348423.550000001,517149,1862,2266,2281.0454545454545,-0.007880911,2410,2418.590909090909,0.0012463647694225,2496.0,2511.818181818182,-0.017322835,2496.0,2511.818181818182,-0.017322835,2496.0,2513.032258064516,-0.017322835,2266,2278.7419354838707,-0.007880911,2410,2417.6129032258063,0.0012463647694225,16,2480,16,604,31,2019,1,1005,401078172,603296923,1.504187874377766,1.088,0.0350967741935483,-13.94422581,-17.852,-9.88,417,0.641,0.0206774193548387,-12.5033871,-17.996,-8.078,3.088,0.0996129032258064,-17.34567742,-25.309,-13.463,-0.003210273,0.15789305,-0.21245727,-0.076241374,0.40745074,0.119043976,0.06437379,-0.058805488,0.011760864,-0.027151577,-0.0027018161,0.008219249,-0.045380883,-0.025535243,-0.0011070757,0.032664638,0.032534365,0.112236805,0.026943449,0.08151852,-0.089030534,-0.07411828,0.058931656,-0.03754856,-0.010576875,0.0013893459,0.09235446,0.05044559,-0.024073776,0.027502708,-0.055492975,-0.07172859,0.08450568,1821,-0.022544283,0,0.0
2019-02,362.0,373.8928571428572,-0.038512616,21,376.5,381.75,361.25,4409257,1821,1824.8,-0.022544283,15,1866,1875,1780,1807,2705524,4921855.01,579841,1795,2266,2266.0,0.0,2422,2423.2,0.0049792531120331,2490.0,2490.4,-0.002403846,2490.0,2490.4,-0.002403846,2490.0,2492.1428571428573,-0.002403846,2266,2266.0,0.0,2422,2421.964285714286,0.0049792531120331,0,1316,16,556,28,2019,2,1005,164768319,241594546,1.4662681968613154,2.3509999999999995,0.0839642857142857,-11.66114286,-20.867,-3.162,417,3.482,0.1243571428571428,-9.638571429,-20.856,-1.148,1.091,0.0389642857142857,-14.18396429,-25.285,-4.434,-0.022544283,0.17949688,0.05828265,-0.2893586,-0.14633612,-0.25962397,0.36263037,-0.14127587,-0.04787315,-0.031264402,0.27989563,0.11555246,0.042877052,-0.026056008,0.03970789,0.14431079,0.109241426,0.09325149,-0.051192,-0.060374383,-0.043469746,-0.032813147,-0.114754185,-0.032070298,0.079030484,0.019596169,0.028383002,-0.05988933,0.025484327,-0.012615805,0.009883839,-0.058300957,0.016803546,1844,0.0126304228445908,1,0.0
2019-03,356.5,366.6309523809524,-0.01519337,21,361.75,380.75,352.75,2099064,1844,1833.857142857143,0.0126304228445908,21,1825,1859,1810,1839,3977639,7292138.190000001,0,1835,2266,2281.4761904761904,0.0,2464,2434.04761904762,0.0173410404624276,2454.0,2461.428571428572,-0.014457831,2454.0,2461.428571428572,-0.014457831,2454.0,2462.2580645161293,-0.014457831,2266,2276.483870967742,0.0,2464,2445.1935483870966,0.0173410404624276,2,2418,16,664,31,2019,3,1005,416340402,621995881,1.493959937618545,4.606,0.1485806451612903,-1.304612903,-5.602,4.148,417,17.127,0.5524838709677419,-0.260096774,-4.113,6.611,11.074,0.3572258064516129,-3.539548387,-6.807,1.111,0.0126304228445908,-0.18590437,0.08727761,-0.09802195,0.41634652,0.012113264,0.067879714,-0.09475741,-0.07286524,0.07265215,0.016765587,-0.033304587,-0.107536785,0.03453087,0.08805341,-0.018386934,-0.06088589,0.11024564,0.0021244742,-0.0057019857,-0.023569798,0.022279741,0.033617627,0.00087269687,0.03186496,0.004887765,0.021379564,-0.026293961,0.03328986,0.016251985,0.008767585,-0.050478715,0.0156591,1916,0.0390455531453362,1,1.0
2019-04,353.25,357.7386363636364,-0.00911641,22,356.5,366.25,342.25,3984714,1916,1893.7619047619048,0.0390455531453362,21,1845,1925,1831,1913,6740603,12751957.41,622773,1914,2148,2216.5238095238096,-0.052074139,2454,2536.3809523809523,-0.004058442,2416.0,2415.2380952380954,-0.015484923,2416.0,2415.2380952380954,-0.015484923,2416.0,2414.866666666667,-0.015484923,2148,2215.9,-0.052074139,2454,2539.4666666666667,-0.004058442,24,3838,10,484,30,2019,4,1005,663664571,1000756526,1.5079251925292243,11.895,0.3964999999999999,7.1609,0.991,13.957,417,8.233,0.2744333333333333,6.271199999999999,-0.804,13.96,18.154,0.6051333333333333,4.348333333333333,-3.185,11.795,0.0390455531453362,0.20663255,0.07790306,-0.2119191,0.50619644,0.091425106,0.081694454,0.06831108,-0.17435133,0.012501087,-0.018579463,-0.10823324,0.05841661,-0.091317944,0.03676278,0.038523063,0.022776578,0.039018787,0.060588904,0.031920183,-0.111396074,-0.042777833,0.052070186,-0.048018742,0.0654854,0.04585066,0.022319285,-0.07640583,-0.027292507,-0.0067254156,0.01833804,0.006331865,0.009037264,1971,0.028705636743215,1,1.0
2019-05,427.0,379.7613636363636,0.2087756546355272,22,353.5,438.0,335.5,4194957,1971,1968.65,0.028705636743215,20,1932,2021,1913,1978,8605368,17015180.91,522926,1993,2185,2220.0,0.0172253258845438,2387,2433.7,-0.027302363,2384.0,2399.3,-0.013245033,2384.0,2399.3,-0.013245033,2384.0,2401.2258064516127,-0.013245033,2185,2213.548387096774,0.0172253258845438,2387,2434.709677419354,-0.027302363,74,3934,6,1344,31,2019,5,1005,746520031,1081489297,1.448707673056398,42.618,1.3747741935483873,13.181709677419354,7.203,21.835,417,86.089,2.777064516129032,14.975387096774192,7.401,23.354,105.536,3.4043870967741934,12.126096774193549,6.41,18.859,0.028705636743215,-0.13485985,-0.06287265,-0.04135797,0.28366318,0.28915566,0.03754277,0.0074907965,0.04236208,0.049596414,0.071796864,0.05714559,-0.04866668,0.038436938,-0.034742318,0.0068280357,0.051995467,-0.029251412,-0.007945046,0.0030532957,-0.012577238,-0.024535816,-0.023526885,-0.023423256,0.0020027326,-0.03191841,0.030355414,-0.07227612,0.02672058,-0.048286214,-0.047797374,-0.014716414,-0.022822874,1948,-0.011669203,0,1.0
2019-06,420.25,435.225,-0.015807963,20,426.25,464.25,407.0,4829399,1948,1953.4736842105265,-0.011669203,19,1968,1984,1934,1948,5977544,11696325.15,0,1940,2220,2199.736842105264,0.0160183066361556,2345,2356.2105263157896,-0.017595308,2276.0,2309.5789473684213,-0.045302013,2276.0,2309.5789473684213,-0.045302013,2276.0,2314.9333333333334,-0.045302013,2220,2198.6666666666665,0.0160183066361556,2345,2357.3,-0.017595308,2,2498,6,1116,30,2019,6,1005,716993212,1035289810,1.4439325124322098,61.01,2.0336666666666665,20.140666666666668,16.969,23.713,417,108.005,3.6001666666666665,18.853600000000004,13.827,23.511,116.192,3.8730666666666655,17.4135,13.346,21.984,-0.011669203,-0.40696946,0.11949369,-0.02126714,0.02242369,-0.048084512,0.06783702,-0.13298674,0.020268911,-0.0028385527,-0.14864056,0.18163718,-0.0571599,-0.09520747,0.09428011,-0.06463152,0.036595736,-0.020004798,0.05680619,0.041429855,-0.061662797,-0.047993567,0.010450311,0.011507647,-0.012889846,0.071424924,0.0029633117,-0.07610319,-0.008067718,0.020315582,0.05077013,-0.054623317,-0.003116435,1980,0.0164271047227926,1,0.0
2019-07,400.25,427.04545454545456,-0.04759072,22,424.25,460.0,400.0,1686005,1980,1928.391304347826,0.0164271047227926,23,1948,1980,1909,1976,4140106,7981312.840000001,359682,1980,2204,2195.086956521739,-0.007207207,2322,2337.217391304348,-0.009808102,2262.0,2261.1304347826085,-0.006151142,2262.0,2261.1304347826085,-0.006151142,2262.0,2260.5806451612902,-0.006151142,2204,2197.774193548388,-0.007207207,2322,2337.8064516129034,-0.009808102,6,1196,0,772,31,2019,7,1005,385982251,566388237,1.4673945123968926,84.14,2.714193548387097,22.46248387096774,17.73,24.504,417,135.695,4.377258064516129,23.205645161290324,17.912,26.875,190.021,6.1297096774193545,21.19703225806452,18.129,23.681,0.0164271047227926,0.14111063,-0.07584408,-0.057069506,0.2908207,0.08050187,-0.004397461,-0.17150551,0.14924195,0.024713816,-0.067564115,0.03914184,0.093148984,0.016931867,0.069227345,0.0033222274,0.005692681,0.021931577,0.039049666,0.062502995,-0.051612727,-0.06994924,0.019306421,0.00480367,-0.047136296,0.028865451,0.075482994,0.08093291,0.0012723391,-0.04015544,0.014385089,-0.028612783,0.04035286,1871,-0.055050505,0,1.0
2019-08,358.0,376.2386363636364,-0.105559026,22,401.75,417.0,355.25,3078277,1871,1921.636363636364,-0.055050505,22,1978,1990,1864,1875,6352261,12180724.02,0,1893,2305,2235.1363636363635,0.0458257713248639,2287,2305.090909090909,-0.015073213,2278.0,2269.5454545454545,0.0070733863837311,2278.0,2269.5454545454545,0.0070733863837311,2278.0,2269.4193548387098,0.0070733863837311,2305,2224.0,0.0458257713248639,2287,2306.0967741935483,-0.015073213,18,1678,6,222,31,2019,8,1005,232437945,371204749,1.597005811594144,97.758,3.153483870967742,19.96374193548388,16.354,24.306,417,248.539,8.017387096774193,20.80832258064516,16.654,25.546,222.428,7.175096774193548,18.751999999999995,16.329,23.078,-0.055050505,-0.17652667,0.20573474,0.00045651302,0.013328684,-0.094691835,-0.07944182,-0.09056923,0.10464339,0.16445692,0.13725086,-0.047512233,-0.012790601,-0.0029447475,-0.0004642413,-0.1906086,0.0151129095,0.016822305,0.013381973,-0.061316885,0.05722085,-0.024483766,0.012325636,0.027152048,-0.012068921,0.09660852,0.0038338427,-0.13113146,0.010583174,-0.14688984,0.026629608,-0.11163109,0.043849535,1823,-0.02565473,0,0.0
2019-09,388.0,362.1625,0.0837988826815643,20,358.75,388.25,340.0,1646566,1823,1863.8,-0.02565473,20,1873,1889,1810,1819,5894248,10986800.6,588216,1833,2230,2278.75,-0.032537961,2360,2357.65,0.0319195452557936,2292.0,2287.6,0.006145741878841,2292.0,2287.6,0.006145741878841,2292.0,2287.6666666666665,0.006145741878841,2230,2277.5,-0.032537961,2360,2365.7,0.0319195452557936,2,744,6,246,30,2019,9,1005,139420457,231784517,1.662485706814173,24.99,0.833,16.022166666666667,11.181,21.788,417,42.754,1.4251333333333334,15.870433333333333,8.382,21.195,61.25500000000001,2.041833333333334,13.145466666666668,5.756,20.491,-0.02565473,0.20830831,0.16465358,-0.086914934,0.4573545,0.03471837,-0.10712298,-0.09436922,0.047157623,0.031845298,0.13470404,0.06768217,0.007420316,-0.08015982,0.026770854,0.018063426,0.022729285,0.1194004,-0.022882447,0.08002567,-0.006934995,-0.03277231,0.08805842,0.009968225,0.032196708,0.056007057,-0.019019734,-0.0039687906,0.04045834,0.011196306,-0.043571647,0.034249585,-1.8978748e-05,1873,0.0274273176083379,1,0.0
2019-10,390.0,389.7717391304348,0.0051546391752577,23,386.75,402.5,378.25,3653164,1873,1845.2777777777776,0.0274273176083379,18,1823,1894,1810,1881,6305976,11658637.75,683600,1861,2230,2230.0,0.0,2368,2341.833333333333,0.0033898305084745,2370.0,2330.111111111112,0.0340314136125654,2370.0,2330.111111111112,0.0340314136125654,2370.0,2321.483870967742,0.0340314136125654,2230,2230.0,0.0,2368,2345.1935483870966,0.0033898305084745,0,656,6,266,31,2019,10,1005,91148259,160065242,1.7560976342949128,23.249,0.749967741935484,4.791709677419356,-2.448,17.848,417,30.054,0.969483870967742,6.855774193548388,0.062,18.708,33.730999999999995,1.088096774193548,3.622935483870968,-1.913,15.653,0.0274273176083379,-0.2872108,-0.20579304,-0.029886454,0.025580442,-0.117591046,-0.1345496,0.02587473,0.11842428,-0.014710262,0.06939243,0.127809,-0.074226156,-0.10496962,0.006869733,0.06677316,0.011737101,0.042121783,-0.010346377,-0.047071263,-0.015109178,-0.03030584,0.054846816,0.003163665,0.06833987,0.044422034,0.0950068,-0.024807874,-0.05297635,0.029589444,-0.0633009,-0.067780524,0.018852223,1901,0.0149492792311798,1,1.0
2019-11,371.25,373.6190476190476,-0.048076923,21,389.25,391.75,362.25,3794054,1901,1864.0,0.0149492792311798,21,1873,1925,1833,1891,7349157,13683678.87,0,1901,2230,2230.0,0.0,2577,2404.3809523809523,0.088260135135135,2394.0,2389.5238095238096,0.010126582278481,2394.0,2389.5238095238096,0.010126582278481,2394.0,2388.866666666667,0.010126582278481,2230,2230.0,0.0,2577,2397.366666666667,0.088260135135135,0,750,6,130,30,2019,11,1005,98422419,173036247,1.758097888246376,10.186,0.3395333333333333,-5.427333333,-13.628,2.663,417,34.992999999999995,1.1664333333333332,-5.4887,-14.89,2.048,26.837,0.8945666666666665,-10.42756667,-18.332,-1.807,0.0149492792311798,0.29138085,0.025592187,-0.16527098,0.50897944,-0.10446842,-0.055504173,0.090504296,0.0111014,0.05553763,-0.10947965,0.13772461,0.04841397,-0.082872935,-0.09703903,0.074540116,-0.058082514,0.04265386,-0.006581096,0.0152187,-0.03453388,0.042823583,0.015713546,0.021540947,0.0068000434,0.02982065,-0.049402803,-0.06671254,0.0072748675,-0.030565405,0.024565946,-0.02096783,-0.036790222,1910,0.0047343503419252,1,1.0
2019-12,387.75,378.3863636363636,0.0444444444444445,22,371.75,392.0,357.0,1106299,1910,1899.0454545454545,0.0047343503419252,22,1901,1922,1873,1911,6020678,11425810.02,720738,1913,2230,2230.0,0.0,2359,2440.2727272727275,-0.08459449,2388.0,2389.454545454545,-0.002506266,2388.0,2389.454545454545,-0.002506266,2388.0,2389.6129032258063,-0.002506266,2230,2230.0,0.0,2359,2444.4193548387098,-0.08459449,0,314,6,172,31,2019,12,1005,734025401,1182132332,1.6104787796028874,5.317,0.171516129032258,-13.49925806,-21.458,-7.611,417,16.174000000000003,0.521741935483871,-13.6506129,-21.578,-5.24,11.526,0.3718064516129032,-20.10003226,-27.412,-11.411,0.0047343503419252,0.30296758,0.053055327,-0.18445951,0.5143335,-0.060309768,0.023402316,0.087157145,-0.023803057,0.016810877,-0.05525671,0.06565644,-0.014405386,-0.06415375,-0.0071456367,0.08657737,-0.028155668,-0.040735338,0.023238968,0.038568452,-0.029505782,0.020322891,0.01690472,-0.05663781,0.023568131,0.012789526,-0.01555282,-0.048935868,0.0033740553,-0.019926408,-0.016348768,-0.053295005,0.0009763222,1912,0.0010471204188482,1,1.0
2020-01,381.25,385.8068181818182,-0.016763378,22,387.25,394.0,375.25,3597354,1912,1924.1875,0.0010471204188482,16,1911,1950,1906,1916,4305042,8284618.479999999,0,1919,2199,2214.5625,-0.013901345,2644,2519.625,0.1208139041966935,2396.0,2392.625,0.0033500837520938,2396.0,2392.625,0.0033500837520938,2396.0,2393.3548387096776,0.0033500837520938,2199,2208.935483870968,-0.013901345,2644,2555.967741935484,0.1208139041966935,3,92,3,48,31,2020,1,1005,661020819,1006905400,1.523258225850221,3.2790000000000004,0.1057741935483871,-13.19116129,-16.91,-9.925,417,5.031999999999998,0.1623225806451612,-14.23987097,-19.299,-8.823,2.993,0.0965483870967741,-19.13335484,-24.413,-15.138,0.0010471204188482,0.30880222,0.07873479,-0.20194618,0.46550936,-0.07419538,0.07766792,0.040263593,-0.04249771,0.063467346,-0.12150958,-0.0545628,-0.013510262,-0.04786438,-0.05274274,-0.05355111,-0.018318204,-0.073550254,-0.05998064,0.021739151,0.077014424,0.075437285,-0.0759638,0.0009381185,-0.009384662,-0.095525615,-0.038656265,-0.011548134,-0.00086555944,0.034233946,-0.016573573,-0.09932597,0.020557202,1922,0.0052301255230124,1,1.0
2020-02,366.5,377.4473684210527,-0.038688525,19,380.5,385.0,361.75,3507095,1922,1921.55,0.0052301255230124,20,1920,1948,1900,1925,5736116,11030135.87,0,1920,2252,2299.75,0.0241018644838562,2526,2627.15,-0.044629349,2408.0,2406.0,0.0050083472454089,2408.0,2406.0,0.0050083472454089,2408.0,2405.5172413793102,0.0050083472454089,2252,2292.448275862069,0.0241018644838562,2526,2624.655172413793,-0.044629349,140,4000,45,929,29,2020,2,1005,271088756,384008831,1.4165428203890538,4.864,0.1677241379310344,-9.261655172,-17.072,-3.359,417,14.769999999999998,0.5093103448275861,-10.32289655,-22.381,-1.159,9.47,0.326551724137931,-15.36527586,-24.647,-7.543,0.0052301255230124,0.21259552,0.052657217,-0.15314326,0.3252589,0.074140124,0.07893857,-0.14094065,-0.048538823,-0.11083815,0.028529968,-0.0043341974,0.024437346,0.14562513,-0.039093167,-0.0029757498,-0.008397621,-0.11947577,-0.07722624,-0.04499983,0.10675612,-0.04764301,-0.050164513,0.034449477,-0.05453847,-0.053292584,0.05613689,0.043675315,0.026118893,-0.029895507,-0.028688168,-0.028444244,-0.045655895,2048,0.0655567117585849,1,1.0
2020-03,340.75,359.9318181818182,-0.070259209,22,366.5,388.5,332.0,1998474,2048,1992.772727272728,0.0655567117585849,22,1927,2062,1923,2044,8217359,16435332.540000005,777752,2049,2381,2243.454545454545,0.0572824156305507,2661,2572.181818181818,0.0534441805225653,2404.0,2405.6363636363635,-0.00166113,2404.0,2405.6363636363635,-0.00166113,2404.0,2405.548387096774,-0.00166113,2381,2245.935483870968,0.0572824156305507,2661,2570.709677419354,0.0534441805225653,147,5235,49,1415,31,2020,3,1005,318417017,483657619,1.5189440048048688,5.624,0.1814193548387096,-1.929387097,-8.139,5.765,417,19.073,0.6152580645161291,-1.746612903,-7.719,5.573,12.863,0.4149354838709677,-5.04216129,-11.924,3.121,0.0655567117585849,-0.35761508,0.10297588,-0.1132506,-0.0007440949,-0.114518456,0.050520845,0.010119843,-0.15540409,0.13011575,-0.08762688,-0.03836726,-0.14279857,0.07384431,0.09620977,-0.018277692,-0.021159714,-0.0054024453,-0.012924393,-0.013319629,0.11784704,-0.030157823,-0.07514213,0.0882161,-0.016784046,-0.0018663796,-0.0051823063,0.010679014,-0.053709738,0.056615088,-0.01978826,-0.051919386,-0.020737404,2074,0.012695313,1,1.0
2020-04,311.5,321.42045454545456,-0.085840059,22,341.25,343.25,300.25,2913618,2074,2060.3809523809523,0.012695313,21,2048,2109,2022,2076,7904335,16297883.239999998,826144,2094,2223,2276.4761904761904,-0.066358673,2495,2564.2380952380954,-0.062382563,2426.0,2423.904761904762,0.0091514143094841,2426.0,2423.904761904762,0.0091514143094841,2426.0,2422.6,0.0091514143094841,2223,2277.266666666667,-0.066358673,2495,2566.5,-0.062382563,132,5516,35,1083,30,2020,4,1005,886982347,1337791400,1.5082503101947304,14.01,0.4669999999999999,6.317200000000001,-0.694,17.949,417,20.717,0.6905666666666667,5.056400000000001,-1.888,11.782,31.943999999999992,1.0647999999999995,3.8684,-2.039,10.94,0.012695313,-0.43093887,0.13894224,-0.11239677,0.01762908,-0.014474005,0.09925462,0.12916158,-0.10092415,0.04758238,-0.0150156515,-0.052020438,0.037057433,-0.08246221,-0.035371285,0.017902048,0.0759124,-0.048751686,0.06735193,-0.025927518,0.052732706,0.020596575,-0.1011042,0.0057175173,0.026631737,0.06846867,0.016966728,-0.047304608,-0.107566714,0.045788627,-0.02958928,0.023110308,0.05915299,2078,0.0019286403085825,1,1.0
2020-05,325.75,318.6133335658482,0.0457463884430175,21,311.0,330.75,305.5,1367446,2078,2048.0,0.0019286403085825,18,2090,2094,2013,2074,6905441,14146270.31,0,2057,2174,2219.777777777778,-0.022042285,2482,2475.722222222222,-0.005210421,2382.0,2416.777777777778,-0.018136851,2382.0,2416.777777777778,-0.018136851,2382.0,2417.4193548387098,-0.018136851,2174,2221.774193548388,-0.022042285,2482,2482.322580645161,-0.005210421,42,1506,29,1080,31,2020,5,1005,636989148,963322036,1.512305255159543,40.212,1.2971612903225809,13.997451612903228,8.415,19.443,417,71.58299999999998,2.309129032258064,13.369225806451617,7.864,19.552,74.11,2.3906451612903226,11.979419354838708,4.828,18.971,0.0019286403085825,-0.34593484,-0.109488055,0.0482655,-0.0028351294,0.18454811,0.085366674,0.005639478,0.13662286,0.083448105,0.07768153,0.08551718,-0.070302494,0.07460627,-0.036034267,-0.026225654,0.092804946,-0.041541055,-0.06795393,-0.016135577,0.03891036,0.0026953062,-0.043932784,0.013616512,-0.04179358,-0.02695018,-0.051338974,-0.034991845,-0.07786042,0.021917205,-0.033257782,-0.08006279,-0.004504157,2090,0.0057747834456207,1,1.0
2020-06,338.5,327.6136363636364,0.0391404451266308,22,325.5,342.0,313.5,4075205,2090,2092.05,0.0057747834456207,20,2078,2149,2053,2094,8513223,17835049.68,695442,2099,2190,2201.35,0.0073597056117755,2522,2509.5,0.016116035455278,2326.0,2322.5,-0.023509656,2326.0,2322.5,-0.023509656,2326.0,2321.4,-0.023509656,2190,2194.9666666666667,0.0073597056117755,2522,2506.6666666666665,0.016116035455278,46,859,25,1062,30,2020,6,1005,881592711,1340563327,1.5206152572193852,59.803,1.9934333333333327,19.85803333333333,15.388,23.888,417,115.393,3.846433333333333,19.323666666666664,14.596,23.965,188.519,6.283966666666666,16.459899999999998,13.073,19.992,0.0057747834456207,-0.17641078,0.11622147,-0.07321422,0.3916099,0.06555914,0.11004334,-0.072380826,0.033378962,-0.037575554,-0.11556731,0.0922157,-0.015899513,-0.055601567,0.013032708,-0.062059175,0.0013410166,-0.112012684,-0.0007708293,-0.018599477,0.0681527,0.05596608,-0.077566795,0.019008946,-0.068779245,-0.013343096,-0.048878025,-0.026884818,-0.028470926,0.020509465,0.03214592,-0.012255833,-0.026030743,2248,0.0755980861244018,1,1.0
2020-07,316.0,332.0681818181818,-0.066469719,22,338.5,356.5,314.5,1445795,2248,2166.9565217391305,0.0755980861244018,23,2090,2289,2076,2258,9225691,19997481.91,824783,2251,2316,2287.608695652174,0.0575342465753425,2526,2530.6521739130435,0.0015860428231562,2360.0,2338.4347826086955,0.0146173688736026,2360.0,2338.4347826086955,0.0146173688736026,2360.0,2337.548387096774,0.0146173688736026,2316,2283.774193548388,0.0575342465753425,2526,2529.1935483870966,0.0015860428231562,72,1517,0,533,31,2020,7,1005,912452245,1375188429,1.5071346873610902,70.497,2.2740967741935485,23.14132258064516,20.575,25.615,417,80.13800000000002,2.585096774193549,22.9243870967742,19.586,25.384,85.258,2.750258064516129,22.051193548387094,18.069,24.541,0.0755980861244018,-0.2157759,-0.029628865,-0.064740546,0.29068318,0.030700667,0.021410013,-0.14096093,0.15411249,0.021924956,-0.16121477,0.026447967,0.07811863,0.025505291,0.07213862,0.044780243,-0.0127417045,-0.027761808,-0.039211452,-0.03978816,0.038617082,0.040605918,-0.11162627,0.047980275,-0.050399985,-0.06586446,0.012191228,0.04500041,-0.025748901,-0.005173979,0.0029796332,-0.0023834547,-0.013503791,2262,0.0062277580071175,1,1.0
2020-08,348.5,325.1547619047619,0.1028481012658228,21,315.0,353.0,307.25,2753842,2262,2264.5714285714284,0.0062277580071175,21,2244,2322,2213,2262,12636756,28699022.92,1218279,2262,2430,2391.619047619048,0.049222797927461,2438,2536.904761904762,-0.034837688,2388.0,2385.1428571428573,0.0118644067796609,2388.0,2385.1428571428573,0.0118644067796609,2388.0,2384.0,0.0118644067796609,2430,2388.0,0.049222797927461,2438,2533.322580645161,-0.034837688,18,1356,6,0,31,2020,8,1005,1006760243,1506306942,1.496192318353199,124.02899999999998,4.000935483870967,20.14354838709677,15.764,24.072,417,200.432,6.465548387096775,22.03,17.14,24.809,231.945,7.482096774193549,18.82532258064516,15.236,23.559,0.0062277580071175,-0.20805727,0.19227882,0.018951306,-0.04196321,-0.13529874,-0.069560945,-0.123943865,0.08094601,0.034196094,0.05709558,-0.0461337,-0.016340418,-0.022898924,-0.102070495,-0.14337839,-0.024527848,-0.06434215,-0.11779992,-0.05422592,0.094993874,0.017467868,-0.071276434,0.11549707,0.014829026,0.12796542,-0.0030116301,-0.025735674,-0.022507377,0.0017299582,0.045229882,-0.023492863,0.07508013,2468,0.0910698496905393,1,1.0
2020-09,379.0,361.5681818181818,0.0875179340028693,22,347.75,382.75,343.25,2129739,2468,2394.8636363636365,0.0910698496905393,22,2265,2499,2262,2451,19235647,46140032.19,1336872,2459,2421,2425.409090909091,-0.003703704,2603,2618.454545454545,0.067678424938474,2394.0,2389.7272727272725,0.0025125628140703,2394.0,2389.7272727272725,0.0025125628140703,2394.0,2389.6666666666665,0.0025125628140703,2421,2427.766666666667,-0.003703704,2603,2618.6666666666665,0.067678424938474,11,529,4,360,30,2020,9,1005,1080982281,1615927232,1.4948693058179738,70.70200000000003,2.356733333333334,13.602066666666667,8.216,17.905,417,223.177,7.439233333333334,14.779,9.055,20.388,164.55700000000004,5.485233333333335,13.5111,8.067,17.624,0.0910698496905393,0.27205536,0.13226405,0.041142654,0.2502142,0.025317788,-0.031477485,-0.10912737,-0.0007527364,0.060940843,0.080524236,0.081170514,0.054827422,0.015178361,0.053764958,-0.10002092,-0.06189027,0.011964939,0.023419585,-0.07267839,0.15636547,-0.0866111,-0.025377488,0.13649653,-0.040981576,0.051350802,0.09747484,0.0057720775,0.02257973,-0.080721825,-0.033405073,0.045168564,0.012504537,2621,0.0619935170178282,1,1.0
